UNDEF;Undefined
R96.1;Todeseintritt innerhalb von weniger als 24 Stunden nach Beginn der Symptome, ohne anderweitige Angabe
R98;Tod ohne Anwesenheit anderer Personen
R99;Sonstige ungenau oder nicht näher bezeichnete Todesursachen
S00;Oberflächliche Verletzung des Kopfes
S00.0;Oberflächliche Verletzung der behaarten Kopfhaut
S00.00;Oberflächliche Verletzung der behaarten Kopfhaut: Art der Verletzung nicht näher bezeichnet
S00.01;Oberflächliche Verletzung der behaarten Kopfhaut: Schürfwunde
S00.02;Oberflächliche Verletzung der behaarten Kopfhaut: Blasenbildung (nichtthermisch)
S00.03;Oberflächliche Verletzung der behaarten Kopfhaut: Insektenbiss oder -stich (ungiftig)
S00.04;Oberflächliche Verletzung der behaarten Kopfhaut: Oberflächlicher Fremdkörper (Splitter)
S00.05;Oberflächliche Verletzung der behaarten Kopfhaut: Prellung
S00.08;Oberflächliche Verletzung der behaarten Kopfhaut: Sonstige
S00.1;Prellung des Augenlides und der Periokularregion
S00.2;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion
S00.20;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Art der Verletzung nicht näher bezeichnet
S00.21;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Schürfwunde
S00.22;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Blasenbildung (nichtthermisch)
S00.23;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Insektenbiss oder -stich (ungiftig)
S00.24;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Oberflächlicher Fremdkörper (Splitter)
S00.28;Sonstige oberflächliche Verletzungen des Augenlides und der Periokularregion: Sonstige
S00.3;Oberflächliche Verletzung der Nase
S00.30;Oberflächliche Verletzung der Nase: Art der Verletzung nicht näher bezeichnet
S00.31;Oberflächliche Verletzung der Nase: Schürfwunde
S00.32;Oberflächliche Verletzung der Nase: Blasenbildung (nichtthermisch)
S00.33;Oberflächliche Verletzung der Nase: Insektenbiss oder -stich (ungiftig)
S00.34;Oberflächliche Verletzung der Nase: Oberflächlicher Fremdkörper (Splitter)
S00.35;Oberflächliche Verletzung der Nase: Prellung
S00.38;Oberflächliche Verletzung der Nase: Sonstige
S00.4;Oberflächliche Verletzung des Ohres
S00.40;Oberflächliche Verletzung des Ohres: Art der Verletzung nicht näher bezeichnet
S00.41;Oberflächliche Verletzung des Ohres: Schürfwunde
S00.42;Oberflächliche Verletzung des Ohres: Blasenbildung (nichtthermisch)
S00.43;Oberflächliche Verletzung des Ohres: Insektenbiss oder -stich (ungiftig)
S00.44;Oberflächliche Verletzung des Ohres: Oberflächlicher Fremdkörper (Splitter)
S00.45;Oberflächliche Verletzung des Ohres: Prellung
S00.48;Oberflächliche Verletzung des Ohres: Sonstige
S00.5;Oberflächliche Verletzung der Lippe und der Mundhöhle
S00.50;Oberflächliche Verletzung der Lippe und der Mundhöhle: Art der Verletzung nicht näher bezeichnet
S00.51;Oberflächliche Verletzung der Lippe und der Mundhöhle: Schürfwunde
S00.52;Oberflächliche Verletzung der Lippe und der Mundhöhle: Blasenbildung (nichtthermisch)
S00.53;Oberflächliche Verletzung der Lippe und der Mundhöhle: Insektenbiss oder -stich (ungiftig)
S00.54;Oberflächliche Verletzung der Lippe und der Mundhöhle: Oberflächlicher Fremdkörper (Splitter)
S00.55;Oberflächliche Verletzung der Lippe und der Mundhöhle: Prellung
S00.58;Oberflächliche Verletzung der Lippe und der Mundhöhle: Sonstige
S00.7;Multiple oberflächliche Verletzungen des Kopfes
S00.8;Oberflächliche Verletzung sonstiger Teile des Kopfes
S00.80;Oberflächliche Verletzung sonstiger Teile des Kopfes: Art der Verletzung nicht näher bezeichnet
S00.81;Oberflächliche Verletzung sonstiger Teile des Kopfes: Schürfwunde
S00.82;Oberflächliche Verletzung sonstiger Teile des Kopfes: Blasenbildung (nichtthermisch)
S00.83;Oberflächliche Verletzung sonstiger Teile des Kopfes: Insektenbiss oder -stich (ungiftig)
S00.84;Oberflächliche Verletzung sonstiger Teile des Kopfes: Oberflächlicher Fremdkörper (Splitter)
S00.85;Oberflächliche Verletzung sonstiger Teile des Kopfes: Prellung
S00.88;Oberflächliche Verletzung sonstiger Teile des Kopfes: Sonstige
S00.9;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet
S00.90;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Art der Verletzung nicht näher bezeichnet
S00.91;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Schürfwunde
S00.92;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Blasenbildung (nichtthermisch)
S00.93;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Insektenbiss oder -stich (ungiftig)
S00.94;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Oberflächlicher Fremdkörper (Splitter)
S00.95;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Prellung
S00.98;Oberflächliche Verletzung des Kopfes, Teil nicht näher bezeichnet: Sonstige
S01;Offene Wunde des Kopfes
S01.0;Offene Wunde der behaarten Kopfhaut
S01.1;Offene Wunde des Augenlides und der Periokularregion
S01.2;Offene Wunde der Nase
S01.20;Offene Wunde der Nase: Teil nicht näher bezeichnet
S01.21;Offene Wunde: Äußere Haut der Nase
S01.22;Offene Wunde: Nasenlöcher
S01.23;Offene Wunde: Nasenseptum
S01.29;Offene Wunde: Sonstige und mehrere Teile der Nase
S01.3;Offene Wunde des Ohres und der Gehörstrukturen
S01.30;Offene Wunde des Ohres: Teil nicht näher bezeichnet
S01.31;Offene Wunde: Ohrmuschel
S01.33;Offene Wunde: Tragus
S01.34;Offene Wunde: Äußerer Gehörgang
S01.35;Offene Wunde: Tuba auditiva
S01.36;Offene Wunde: Gehörknöchelchen
S01.37;Offene Wunde: Trommelfell
S01.38;Offene Wunde: Innenohr
S01.39;Offene Wunde: Sonstige und mehrere Teile des Ohres und der Gehörstrukturen
S01.4;Offene Wunde der Wange und der Temporomandibularregion
S01.41;Offene Wunde: Wange
S01.42;Offene Wunde: Oberkieferregion
S01.43;Offene Wunde: Unterkieferregion
S01.49;Offene Wunde: Sonstige und mehrere Teile der Wange und der Temporomandibularregion
S01.5;Offene Wunde der Lippe und der Mundhöhle
S01.50;Offene Wunde: Mund, Teil nicht näher bezeichnet
S01.51;Offene Wunde: Lippe
S01.52;Offene Wunde: Wangenschleimhaut
S01.53;Offene Wunde: Zahnfleisch (Processus alveolaris)
S01.54;Offene Wunde: Zunge und Mundboden
S01.55;Offene Wunde: Gaumen
S01.59;Offene Wunde: Sonstige und mehrere Teile der Lippe und der Mundhöhle
S01.7;Multiple offene Wunden des Kopfes
S01.8;Offene Wunde sonstiger Teile des Kopfes
S01.80;Nicht näher bezeichnete offene Wunde sonstiger Teile des Kopfes
S01.83;Offene Wunde (jeder Teil des Kopfes) mit Verbindung zu einer intrakraniellen Verletzung
S01.84;Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Kopfes
S01.85;Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Kopfes
S01.86;Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Kopfes
S01.87;Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Kopfes
S01.88;Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Kopfes
S01.89;Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Kopfes
S01.9;Offene Wunde des Kopfes, Teil nicht näher bezeichnet
S02;Fraktur des Schädels und der Gesichtsschädelknochen
S02.0;Schädeldachfraktur
S02.1;Schädelbasisfraktur
S02.2;Nasenbeinfraktur
S02.3;Fraktur des Orbitabodens
S02.4;Fraktur des Jochbeins und des Oberkiefers
S02.5;Zahnfraktur
S02.6;Unterkieferfraktur
S02.60;Unterkieferfraktur: Teil nicht näher bezeichnet
S02.61;Unterkieferfraktur: Processus condylaris
S02.62;Unterkieferfraktur: Subkondylär
S02.63;Unterkieferfraktur: Processus coronoideus
S02.64;Unterkieferfraktur: Ramus mandibulae, nicht näher bezeichnet
S02.65;Unterkieferfraktur: Angulus mandibulae
S02.66;Unterkieferfraktur: Symphysis mandibulae
S02.67;Unterkieferfraktur: Pars alveolaris
S02.68;Unterkieferfraktur: Corpus mandibulae, sonstige und nicht näher bezeichnete Teile
S02.69;Unterkieferfraktur: Mehrere Teile
S02.7;Multiple Frakturen der Schädel- und Gesichtsschädelknochen
S02.8;Frakturen sonstiger Schädel- und Gesichtsschädelknochen
S02.9;Fraktur des Schädels und der Gesichtsschädelknochen, Teil nicht näher bezeichnet
S03;Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Kopfes
S03.0;Kieferluxation
S03.1;Luxation des knorpeligen Nasenseptums
S03.2;Zahnluxation
S03.3;Luxation sonstiger und nicht näher bezeichneter Teile des Kopfes
S03.4;Verstauchung und Zerrung des Kiefers
S03.5;Verstauchung und Zerrung von Gelenken und Bändern sonstiger und nicht näher bezeichneter Teile des Kopfes
S04;Verletzung von Hirnnerven
S04.0;Sehnerv- und Sehbahnenverletzung
S04.1;Verletzung des N. oculomotorius
S04.2;Verletzung des N. trochlearis
S04.3;Verletzung des N. trigeminus
S04.4;Verletzung des N. abducens
S04.5;Verletzung des N. facialis
S04.6;Verletzung des N. vestibulocochlearis
S04.7;Verletzung des N. accessorius
S04.8;Verletzung sonstiger Hirnnerven
S04.9;Verletzung eines nicht näher bezeichneten Hirnnervs
S05;Verletzung des Auges und der Orbita
S05.0;Verletzung der Konjunktiva und Abrasio corneae ohne Angabe eines Fremdkörpers
S05.1;Prellung des Augapfels und des Orbitagewebes
S05.2;Rissverletzung und Ruptur des Auges mit Prolaps oder Verlust intraokularen Gewebes
S05.3;Rissverletzung des Auges ohne Prolaps oder Verlust intraokularen Gewebes
S05.4;Penetrierende Wunde der Orbita mit oder ohne Fremdkörper
S05.5;Penetrierende Wunde des Augapfels mit Fremdkörper
S05.6;Penetrierende Wunde des Augapfels ohne Fremdkörper
S05.7;Abriss des Augapfels
S05.8;Sonstige Verletzungen des Auges und der Orbita
S05.9;Verletzung des Auges und der Orbita, nicht näher bezeichnet
S06;Intrakranielle Verletzung
S06.0;Gehirnerschütterung
S06.1;Traumatisches Hirnödem
S06.2;Diffuse Hirnverletzung
S06.20;Diffuse Hirn- und Kleinhirnverletzung, nicht näher bezeichnet
S06.21;Diffuse Hirnkontusionen
S06.22;Diffuse Kleinhirnkontusionen
S06.23;Multiple intrazerebrale und zerebellare Hämatome
S06.28;Sonstige diffuse Hirn- und Kleinhirnverletzungen
S06.3;Umschriebene Hirnverletzung
S06.30;Umschriebene Hirn- und Kleinhirnverletzung, nicht näher bezeichnet
S06.31;Umschriebene Hirnkontusion
S06.32;Umschriebene Kleinhirnkontusion
S06.33;Umschriebenes zerebrales Hämatom
S06.34;Umschriebenes zerebellares Hämatom
S06.38;Sonstige umschriebene Hirn- und Kleinhirnverletzungen
S06.4;Epidurale Blutung
S06.5;Traumatische subdurale Blutung
S06.6;Traumatische subarachnoidale Blutung
S06.7;Bewusstlosigkeit bei Schädel-Hirn-Trauma
S06.70;Bewusstlosigkeit bei Schädel-Hirn-Trauma: Weniger als 30 Minuten
S06.71;Bewusstlosigkeit bei Schädel-Hirn-Trauma: 30 Minuten bis 24 Stunden
S06.72;Bewusstlosigkeit bei Schädel-Hirn-Trauma: Mehr als 24 Stunden, mit Rückkehr zum vorher bestehenden Bewusstseinsgrad
S06.73;Bewusstlosigkeit bei Schädel-Hirn-Trauma: Mehr als 24 Stunden, ohne Rückkehr zum vorher bestehenden Bewusstseinsgrad
S06.79;Bewusstlosigkeit bei Schädel-Hirn-Trauma: Dauer nicht näher bezeichnet
S06.8;Sonstige intrakranielle Verletzungen
S06.9;Intrakranielle Verletzung, nicht näher bezeichnet
S07;Zerquetschung des Kopfes
S07.0;Zerquetschung des Gesichtes
S07.1;Zerquetschung des Schädels
S07.8;Zerquetschung sonstiger Teile des Kopfes
S07.9;Zerquetschung des Kopfes, Teil nicht näher bezeichnet
S08;Traumatische Amputation von Teilen des Kopfes
S08.0;Skalpierungsverletzung
S08.1;Traumatische Amputation des Ohres
S08.8;Traumatische Amputation sonstiger Teile des Kopfes
S08.9;Traumatische Amputation eines nicht näher bezeichneten Teiles des Kopfes
S09;Sonstige und nicht näher bezeichnete Verletzungen des Kopfes
S09.0;Verletzung von Blutgefäßen des Kopfes, anderenorts nicht klassifiziert
S09.1;Verletzung von Muskeln und Sehnen des Kopfes
S09.2;Traumatische Trommelfellruptur
S09.7;Multiple Verletzungen des Kopfes
S09.8;Sonstige näher bezeichnete Verletzungen des Kopfes
S09.9;Nicht näher bezeichnete Verletzung des Kopfes
S10;Oberflächliche Verletzung des Halses
S10.0;Prellung des Rachens
S10.1;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens
S10.10;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Art der Verletzung nicht näher bezeichnet
S10.11;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Schürfwunde
S10.12;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Blasenbildung (nichtthermisch)
S10.13;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Insektenbiss oder -stich (ungiftig)
S10.14;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Oberflächlicher Fremdkörper (Splitter)
S10.18;Sonstige und nicht näher bezeichnete oberflächliche Verletzungen des Rachens: Sonstige
S10.7;Multiple oberflächliche Verletzungen des Halses
S10.8;Oberflächliche Verletzung sonstiger Teile des Halses
S10.80;Oberflächliche Verletzung sonstiger Teile des Halses: Art der Verletzung nicht näher bezeichnet
S10.81;Oberflächliche Verletzung sonstiger Teile des Halses: Schürfwunde
S10.82;Oberflächliche Verletzung sonstiger Teile des Halses: Blasenbildung (nichtthermisch)
S10.83;Oberflächliche Verletzung sonstiger Teile des Halses: Insektenbiss oder -stich (ungiftig)
S10.84;Oberflächliche Verletzung sonstiger Teile des Halses: Oberflächlicher Fremdkörper (Splitter)
S10.85;Oberflächliche Verletzung sonstiger Teile des Halses: Prellung
S10.88;Oberflächliche Verletzung sonstiger Teile des Halses: Sonstige
S10.9;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet
S10.90;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Art der Verletzung nicht näher bezeichnet
S10.91;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Schürfwunde
S10.92;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Blasenbildung (nichtthermisch)
S10.93;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Insektenbiss oder -stich (ungiftig)
S10.94;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Oberflächlicher Fremdkörper (Splitter)
S10.95;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Prellung
S10.98;Oberflächliche Verletzung des Halses, Teil nicht näher bezeichnet: Sonstige
S11;Offene Wunde des Halses
S11.0;Offene Wunde mit Beteiligung des Kehlkopfes und der Trachea
S11.01;Offene Wunde: Kehlkopf
S11.02;Offene Wunde: Trachea, Pars cervicalis
S11.1;Offene Wunde mit Beteiligung der Schilddrüse
S11.2;Offene Wunde mit Beteiligung des Rachens und des Ösophagus, Pars cervicalis
S11.21;Offene Wunde: Rachen
S11.22;Offene Wunde: Ösophagus, Pars cervicalis
S11.7;Multiple offene Wunden des Halses
S11.8;Offene Wunde sonstiger Teile des Halses
S11.80;Nicht näher bezeichnete offene Wunde sonstiger Teile des Halses
S11.84;Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Halses
S11.85;Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Halses
S11.86;Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Halses
S11.87;Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Halses
S11.88;Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Halses
S11.89;Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Halses
S11.9;Offene Wunde des Halses, Teil nicht näher bezeichnet
S12;Fraktur im Bereich des Halses
S12.0;Fraktur des 1. Halswirbels
S12.1;Fraktur des 2. Halswirbels
S12.2;Fraktur eines sonstigen näher bezeichneten Halswirbels
S12.21;Fraktur des 3. Halswirbels
S12.22;Fraktur des 4. Halswirbels
S12.23;Fraktur des 5. Halswirbels
S12.24;Fraktur des 6. Halswirbels
S12.25;Fraktur des 7. Halswirbels
S12.7;Multiple Frakturen der Halswirbelsäule
S12.8;Fraktur sonstiger Teile im Bereich des Halses
S12.9;Fraktur im Bereich des Halses, Teil nicht näher bezeichnet
S13;Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Halshöhe
S13.0;Traumatische Ruptur einer zervikalen Bandscheibe
S13.1;Luxation eines Halswirbels
S13.10;Luxation eines Halswirbels: Höhe nicht näher bezeichnet
S13.11;Luxation von Halswirbeln: C1/C2
S13.12;Luxation von Halswirbeln: C2/C3
S13.13;Luxation von Halswirbeln: C3/C4
S13.14;Luxation von Halswirbeln: C4/C5
S13.15;Luxation von Halswirbeln: C5/C6
S13.16;Luxation von Halswirbeln: C6/C7
S13.17;Luxation von Halswirbeln: C7/T1
S13.18;Luxation von Halswirbeln: Sonstige
S13.2;Luxation sonstiger und nicht näher bezeichneter Teile im Bereich des Halses
S13.3;Multiple Luxationen im Bereich des Halses
S13.4;Verstauchung und Zerrung der Halswirbelsäule
S13.5;Verstauchung und Zerrung in der Schilddrüsenregion
S13.6;Verstauchung und Zerrung von Gelenken und Bändern sonstiger und nicht näher bezeichneter Teile des Halses
S14;Verletzung der Nerven und des Rückenmarkes in Halshöhe
S14.0;Kontusion und Ödem des zervikalen Rückenmarkes
S14.1;Sonstige und nicht näher bezeichnete Verletzungen des zervikalen Rückenmarkes
S14.10;Verletzungen des zervikalen Rückenmarkes, nicht näher bezeichnet
S14.11;Komplette Querschnittverletzung des zervikalen Rückenmarkes
S14.12;Zentrale Halsmarkverletzung (inkomplette Querschnittverletzung)
S14.13;Sonstige inkomplette Querschnittverletzungen des zervikalen Rückenmarkes
S14.2;Verletzung von Nervenwurzeln der Halswirbelsäule
S14.3;Verletzung des Plexus brachialis
S14.4;Verletzung peripherer Nerven des Halses
S14.5;Verletzung zervikaler sympathischer Nerven
S14.6;Verletzung sonstiger und nicht näher bezeichneter Nerven des Halses
S14.7;Funktionale Höhe einer Verletzung des zervikalen Rückenmarkes
S14.70;Verletzung des zervikalen Rückenmarkes: Höhe nicht näher bezeichnet
S14.71;Verletzung des Rückenmarkes: C1
S14.72;Verletzung des Rückenmarkes: C2
S14.73;Verletzung des Rückenmarkes: C3
S14.74;Verletzung des Rückenmarkes: C4
S14.75;Verletzung des Rückenmarkes: C5
S14.76;Verletzung des Rückenmarkes: C6
S14.77;Verletzung des Rückenmarkes: C7
S14.78;Verletzung des Rückenmarkes: C8
S15;Verletzung von Blutgefäßen in Halshöhe
S15.0;Verletzung der A. carotis
S15.00;Verletzung: A. carotis, Teil nicht näher bezeichnet
S15.01;Verletzung: A. carotis communis
S15.02;Verletzung: A. carotis externa
S15.03;Verletzung: A. carotis interna
S15.1;Verletzung der A. vertebralis
S15.2;Verletzung der V. jugularis externa
S15.3;Verletzung der V. jugularis interna
S15.7;Verletzung mehrerer Blutgefäße in Höhe des Halses
S15.8;Verletzung sonstiger Blutgefäße in Höhe des Halses
S15.9;Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe des Halses
S16;Verletzung von Muskeln und Sehnen in Halshöhe
S17;Zerquetschung des Halses
S17.0;Zerquetschung des Kehlkopfes und der Trachea
S17.8;Zerquetschung sonstiger Teile des Halses
S17.9;Zerquetschung des Halses, Teil nicht näher bezeichnet
S18;Traumatische Amputation in Halshöhe
S19;Sonstige und nicht näher bezeichnete Verletzungen des Halses
